Step Number,Energy per particle,Pressure
0, -5.19111582382232, 7.845705229513653
100, -5.161733988786908, 7.967544804259833
200, -5.133994604905067, 8.076638881994246
300, -5.103321454317935, 8.209014660125904
400, -5.085741684635176, 8.278627421274907
500, -5.069201832395136, 8.342987634627939
600, -5.055980592913233, 8.397236678781914
700, -5.015819437868567, 8.569817502363074
800, -4.994637924286458, 8.66336160482858
900, -4.976429619891632, 8.737943700753892
