Step Number,Energy per particle,Pressure
0, -6.082030362054199, 3.560059852018471
10000, -6.0673742892993525, 3.6418950426780348
20000, -6.127083340835931, 3.3169732739567697
30000, -6.124260089945106, 3.2879429282974257
40000, -6.0764315816014784, 3.7021487248412384
50000, -6.1363648470262735, 3.376919261524735
60000, -6.163316452428593, 3.2506518332448087
70000, -6.158867195954348, 3.250380643590456
80000, -6.08974115107245, 3.4927860854886736
90000, -6.126915510462054, 3.305053864273649
